Month-year,CPI,Interest Rates,Exchange Rates,Product,Unit of Quantity,Production
13-Feb,7.4,10.53,111.7072,"Juices,syrups and squash",'000' Litres,"15,378"
13-Mar,6.6,10.46,112.7072,"Juices,syrups and squash",'000' Litres,"20,495"
13-Apr,5.8,10.51,113.7072,"Juices,syrups and squash",'000' Litres,"25,895"
13-May,5.1,10.65,114.7072,"Juices,syrups and squash",'000' Litres,"30,652"
13-Jun,5.9,10.56,115.7072,"Juices,syrups and squash",'000' Litres,"30,225"
13-Jul,8.3,10.2,116.7072,"Juices,syrups and squash",'000' Litres,"28,549"
13-Aug,8.5,9.69,117.7072,"Juices,syrups and squash",'000' Litres,"23,922"
13-Sep,7.4,9.7,118.7072,"Juices,syrups and squash",'000' Litres,"23,134"
13-Oct,9.1,10.38,119.7072,"Juices,syrups and squash",'000' Litres,"20,878"
13-Nov,10.9,10,120.7072,"Juices,syrups and squash",'000' Litres,"17,822"
13-Dec,9.2,10.54,121.7072,"Juices,syrups and squash",'000' Litres,"14,477"
14-Jan,7.9,11.02,122.7072,"Juices,syrups and squash",'000' Litres,"14,921"
14-Feb,7.9,10.66,123.7072,"Juices,syrups and squash",'000' Litres,"17,179"
14-Mar,8.5,10.53,124.7072,"Juices,syrups and squash",'000' Litres,"17,179"
14-Apr,9.2,10.81,125.7072,"Juices,syrups and squash",'000' Litres,"25,861"
14-May,8.3,10.59,126.7072,"Juices,syrups and squash",'000' Litres,"29,981"
14-Jun,8.2,10.37,127.7072,"Juices,syrups and squash",'000' Litres,"33,174"
14-Jul,7.9,10.38,128.7072,"Juices,syrups and squash",'000' Litres,"33,563"
14-Aug,7,10.33,129.7072,"Juices,syrups and squash",'000' Litres,"31,662"
14-Sep,7.7,10.3,130.7072,"Juices,syrups and squash",'000' Litres,"28,941"
14-Oct,5.8,10.48,131.7072,"Juices,syrups and squash",'000' Litres,"26,198"
14-Nov,4,10.41,132.7072,"Juices,syrups and squash",'000' Litres,"23,696"
14-Dec,4.3,10.28,133.7072,"Juices,syrups and squash",'000' Litres,"19,907"
15-Jan,3.9,10.35,134.7072,"Juices,syrups and squash",'000' Litres,"19,207"
15-Feb,3.2,9.5,135.7072,"Juices,syrups and squash",'000' Litres,"22,584"
15-Mar,2.5,9.31,136.7072,"Juices,syrups and squash",'000' Litres,"24,649"
15-Apr,2.1,8.85,137.7072,"Juices,syrups and squash",'000' Litres,"29,592"
15-May,3.2,8.61,138.7072,"Juices,syrups and squash",'000' Litres,"35,195"
15-Jun,3.2,8.24,139.7072,"Juices,syrups and squash",'000' Litres,"35,983"
15-Jul,1.9,7.88,140.7072,"Juices,syrups and squash",'000' Litres,"34,540"
15-Aug,1.8,7.78,141.7072,"Juices,syrups and squash",'000' Litres,"30,987"
15-Sep,1.3,7.78,142.7072,"Juices,syrups and squash",'000' Litres,"31,521"
15-Oct,1.6,7.57,143.7072,"Juices,syrups and squash",'000' Litres,"28,863"
15-Nov,2.7,7.32,144.7072,"Juices,syrups and squash",'000' Litres,"23,116"
15-Dec,3.2,7.28,145.7072,"Juices,syrups and squash",'000' Litres,"17,945"
16-Jan,3.3,7.15,146.7072,"Juices,syrups and squash",'000' Litres,"18,833"
16-Feb,4,7.28,147.7072,"Juices,syrups and squash",'000' Litres,"22,895"
16-Mar,3.9,7.13,148.7072,"Juices,syrups and squash",'000' Litres,"27,191"
16-Apr,4.2,6.03,149.7072,"Juices,syrups and squash",'000' Litres,"34,162"
16-May,3.2,7.07,150.7072,"Juices,syrups and squash",'000' Litres,"38,360"
16-Jun,3.2,7.15,151.7072,"Juices,syrups and squash",'000' Litres,"37,167"
16-Jul,4.1,6.95,152.7072,"Juices,syrups and squash",'000' Litres,"33,395"
16-Aug,3.6,6.82,153.7072,"Juices,syrups and squash",'000' Litres,"36,012"
16-Sep,3.9,6.9,154.7072,"Juices,syrups and squash",'000' Litres,"33,954"
16-Oct,4.2,6.96,155.7072,"Juices,syrups and squash",'000' Litres,"29,743"
16-Nov,3.8,6.84,156.7072,"Juices,syrups and squash",'000' Litres,"22,576"
16-Dec,3.7,7,157.7072,"Juices,syrups and squash",'000' Litres,"20,048"
17-Jan,3.7,7.09,158.7072,"Juices,syrups and squash",'000' Litres,"22,691"
17-Feb,4.2,6.95,159.7072,"Juices,syrups and squash",'000' Litres,"28,962"
17-Mar,4.9,6.93,160.7072,"Juices,syrups and squash",'000' Litres,"34,968"
17-Apr,4.8,6.9,161.7072,"Juices,syrups and squash",'000' Litres,"41,362"
17-May,5,6.93,162.7072,"Juices,syrups and squash",'000' Litres,"44,630"
17-Jun,3.9,7.07,163.7072,"Juices,syrups and squash",'000' Litres,"42,903"
17-Jul,2.9,7.03,164.7072,"Juices,syrups and squash",'000' Litres,"37,058"
17-Aug,3.4,6.86,165.7072,"Juices,syrups and squash",'000' Litres,"36,734"
17-Sep,3.9,6.92,166.7072,"Juices,syrups and squash",'000' Litres,"31,661"
17-Oct,3.8,7.01,167.7072,"Juices,syrups and squash",'000' Litres,"30,416"
17-Nov,4,7.07,168.7072,"Juices,syrups and squash",'000' Litres,"24,198"
17-Dec,4.6,7.04,169.7072,"Juices,syrups and squash",'000' Litres,"23,234"
18-Jan,4.4,7.11,170.7072,"Juices,syrups and squash",'000' Litres,"25,818"
18-Feb,3.8,7.01,171.7072,"Juices,syrups and squash",'000' Litres,"29,349"
18-Mar,3.2,7,172.7072,"Juices,syrups and squash",'000' Litres,"36,851"
18-Apr,3.7,7.22,173.7072,"Juices,syrups and squash",'000' Litres,"50,413"
18-May,4.2,7.16,174.7072,"Juices,syrups and squash",'000' Litres,"52,192"
18-Jun,5.2,7.45,175.7072,"Juices,syrups and squash",'000' Litres,"43,380"
18-Jul,5.8,7.72,176.7072,"Juices,syrups and squash",'000' Litres,"37,280"
18-Aug,5.8,7.94,177.7072,"Juices,syrups and squash",'000' Litres,"44,462"
18-Sep,5.1,8.12,178.7072,"Juices,syrups and squash",'000' Litres,"38,367"
18-Oct,6.8,8.81,179.7072,"Juices,syrups and squash",'000' Litres,"35,760"
18-Nov,6.5,9.13,180.7072,"Juices,syrups and squash",'000' Litres,"31,778"
18-Dec,6.2,9.73,181.7072,"Juices,syrups and squash",'000' Litres,"24,964"
19-Jan,7.2,10.66,182.7072,"Juices,syrups and squash",'000' Litres,"25,818"
19-Feb,8.2,10.49,183.7072,"Juices,syrups and squash",'000' Litres,"30,232"
19-Mar,9.4,10.67,184.7072,"Juices,syrups and squash",'000' Litres,"40,150"
19-Apr,8.8,11.18,185.7072,"Juices,syrups and squash",'000' Litres,"44,813"
19-May,9.1,11.6,186.7072,"Juices,syrups and squash",'000' Litres,"43,144"
19-Jun,8.9,12.43,187.7072,"Juices,syrups and squash",'000' Litres,"41,773"
19-Jul,10.3,13.26,188.7072,"Juices,syrups and squash",'000' Litres,"36,756"
19-Aug,11.6,13.09,189.7072,"Juices,syrups and squash",'000' Litres,"36,194"
19-Sep,12.6,13.51,190.7072,"Juices,syrups and squash",'000' Litres,"37,701"
19-Oct,11.1,13.67,191.7072,"Juices,syrups and squash",'000' Litres,"33,839"
19-Nov,12.3,13.84,192.7072,"Juices,syrups and squash",'000' Litres,"27,972"
19-Dec,12.4,13.84,193.7072,"Juices,syrups and squash",'000' Litres,"32,430"
13-Jan,8.1,10.61,110.7072,Liquors,'000' Litres,79
13-Feb,7.4,10.53,111.7072,Liquors,'000' Litres,79
13-Mar,6.6,10.46,112.7072,Liquors,'000' Litres,79
13-Apr,5.8,10.51,113.7072,Liquors,'000' Litres,79
13-May,5.1,10.65,114.7072,Liquors,'000' Litres,79
13-Jun,5.9,10.56,115.7072,Liquors,'000' Litres,79
13-Jul,8.3,10.2,116.7072,Liquors,'000' Litres,79
13-Aug,8.5,9.69,117.7072,Liquors,'000' Litres,79
13-Sep,7.4,9.7,118.7072,Liquors,'000' Litres,79
13-Oct,9.1,10.38,119.7072,Liquors,'000' Litres,79
13-Nov,10.9,10,120.7072,Liquors,'000' Litres,79
13-Dec,9.2,10.54,121.7072,Liquors,'000' Litres,79
14-Jan,7.9,11.02,122.7072,Liquors,'000' Litres,79
14-Feb,7.9,10.66,123.7072,Liquors,'000' Litres,79
14-Mar,8.5,10.53,124.7072,Liquors,'000' Litres,79
14-Apr,9.2,10.81,125.7072,Liquors,'000' Litres,79
14-May,8.3,10.59,126.7072,Liquors,'000' Litres,79
14-Jun,8.2,10.37,127.7072,Liquors,'000' Litres,79
14-Jul,7.9,10.38,128.7072,Liquors,'000' Litres,79
14-Aug,7,10.33,129.7072,Liquors,'000' Litres,79
14-Sep,7.7,10.3,130.7072,Liquors,'000' Litres,79
14-Oct,5.8,10.48,131.7072,Liquors,'000' Litres,79
14-Nov,4,10.41,132.7072,Liquors,'000' Litres,79
14-Dec,4.3,10.28,133.7072,Liquors,'000' Litres,79
15-Jan,3.9,10.35,134.7072,Liquors,'000' Litres,79
15-Feb,3.2,9.5,135.7072,Liquors,'000' Litres,79
15-Mar,2.5,9.31,136.7072,Liquors,'000' Litres,79
15-Apr,2.1,8.85,137.7072,Liquors,'000' Litres,79
15-May,3.2,8.61,138.7072,Liquors,'000' Litres,79
15-Jun,3.2,8.24,139.7072,Liquors,'000' Litres,79
15-Jul,1.9,7.88,140.7072,Liquors,'000' Litres,79
15-Aug,1.8,7.78,141.7072,Liquors,'000' Litres,79
15-Sep,1.3,7.78,142.7072,Liquors,'000' Litres,79
15-Oct,1.6,7.57,143.7072,Liquors,'000' Litres,79
15-Nov,2.7,7.32,144.7072,Liquors,'000' Litres,79
15-Dec,3.2,7.28,145.7072,Liquors,'000' Litres,79
16-Jan,3.3,7.15,146.7072,Liquors,'000' Litres,79
16-Feb,4,7.28,147.7072,Liquors,'000' Litres,79
16-Mar,3.9,7.13,148.7072,Liquors,'000' Litres,79
16-Apr,4.2,6.03,149.7072,Liquors,'000' Litres,79
16-May,3.2,7.07,150.7072,Liquors,'000' Litres,79
16-Jun,3.2,7.15,151.7072,Liquors,'000' Litres,79
16-Jul,4.1,6.95,152.7072,Liquors,'000' Litres,79
16-Aug,3.6,6.82,153.7072,Liquors,'000' Litres,79
16-Sep,3.9,6.9,154.7072,Liquors,'000' Litres,79
16-Oct,4.2,6.96,155.7072,Liquors,'000' Litres,79
16-Nov,3.8,6.84,156.7072,Liquors,'000' Litres,79
16-Dec,3.7,7,157.7072,Liquors,'000' Litres,79
17-Jan,3.7,7.09,158.7072,Liquors,'000' Litres,79
17-Feb,4.2,6.95,159.7072,Liquors,'000' Litres,79
17-Mar,4.9,6.93,160.7072,Liquors,'000' Litres,79
17-Apr,4.8,6.9,161.7072,Liquors,'000' Litres,79
17-May,5,6.93,162.7072,Liquors,'000' Litres,79
17-Jun,3.9,7.07,163.7072,Liquors,'000' Litres,79
17-Jul,2.9,7.03,164.7072,Liquors,'000' Litres,79
17-Aug,3.4,6.86,165.7072,Liquors,'000' Litres,79
17-Sep,3.9,6.92,166.7072,Liquors,'000' Litres,79
17-Oct,3.8,7.01,167.7072,Liquors,'000' Litres,79
17-Nov,4,7.07,168.7072,Liquors,'000' Litres,79
17-Dec,4.6,7.04,169.7072,Liquors,'000' Litres,79
18-Jan,4.4,7.11,170.7072,Liquors,'000' Litres,79
18-Feb,3.8,7.01,171.7072,Liquors,'000' Litres,79
18-Mar,3.2,7,172.7072,Liquors,'000' Litres,79
18-Apr,3.7,7.22,173.7072,Liquors,'000' Litres,79
18-May,4.2,7.16,174.7072,Liquors,'000' Litres,79
18-Jun,5.2,7.45,175.7072,Liquors,'000' Litres,79
18-Jul,5.8,7.72,176.7072,Liquors,'000' Litres,79
18-Aug,5.8,7.94,177.7072,Liquors,'000' Litres,79
18-Sep,5.1,8.12,178.7072,Liquors,'000' Litres,79
18-Oct,6.8,8.81,179.7072,Liquors,'000' Litres,79
18-Nov,6.5,9.13,180.7072,Liquors,'000' Litres,79
18-Dec,6.2,9.73,181.7072,Liquors,'000' Litres,79
19-Jan,7.2,10.66,182.7072,Liquors,'000' Litres,79
19-Feb,8.2,10.49,183.7072,Liquors,'000' Litres,79
19-Mar,9.4,10.67,184.7072,Liquors,'000' Litres,79
19-Apr,8.8,11.18,185.7072,Liquors,'000' Litres,79
19-May,9.1,11.6,186.7072,Liquors,'000' Litres,79
19-Jun,8.9,12.43,187.7072,Liquors,'000' Litres,79
19-Jul,10.3,13.26,188.7072,Liquors,'000' Litres,79
19-Aug,11.6,13.09,189.7072,Liquors,'000' Litres,79
19-Sep,12.6,13.51,190.7072,Liquors,'000' Litres,79
19-Oct,11.1,13.67,191.7072,Liquors,'000' Litres,79
19-Nov,12.3,13.84,192.7072,Liquors,'000' Litres,79
19-Dec,12.4,13.84,193.7072,Liquors,'000' Litres,79
13-Jan,8.1,10.61,110.7072,Woollen & Carpet,Tonnes,100
13-Feb,7.4,10.53,111.7072,Woollen & Carpet,Tonnes,76
13-Mar,6.6,10.46,112.7072,Woollen & Carpet,Tonnes,72
13-Apr,5.8,10.51,113.7072,Woollen & Carpet,Tonnes,78
13-May,5.1,10.65,114.7072,Woollen & Carpet,Tonnes,66
13-Jun,5.9,10.56,115.7072,Woollen & Carpet,Tonnes,68
13-Jul,8.3,10.2,116.7072,Woollen & Carpet,Tonnes,73
13-Aug,8.5,9.69,117.7072,Woollen & Carpet,Tonnes,81
13-Sep,7.4,9.7,118.7072,Woollen & Carpet,Tonnes,96
13-Oct,9.1,10.38,119.7072,Woollen & Carpet,Tonnes,67
13-Nov,10.9,10,120.7072,Woollen & Carpet,Tonnes,63
13-Dec,9.2,10.54,121.7072,Woollen & Carpet,Tonnes,76
14-Jan,7.9,11.02,122.7072,Woollen & Carpet,Tonnes,100
14-Feb,7.9,10.66,123.7072,Woollen & Carpet,Tonnes,113
14-Mar,8.5,10.53,124.7072,Woollen & Carpet,Tonnes,113
14-Apr,9.2,10.81,125.7072,Woollen & Carpet,Tonnes,113
14-May,8.3,10.59,126.7072,Woollen & Carpet,Tonnes,115
14-Jun,8.2,10.37,127.7072,Woollen & Carpet,Tonnes,116
14-Jul,7.9,10.38,128.7072,Woollen & Carpet,Tonnes,136
14-Aug,7,10.33,129.7072,Woollen & Carpet,Tonnes,127
14-Sep,7.7,10.3,130.7072,Woollen & Carpet,Tonnes,133
14-Oct,5.8,10.48,131.7072,Woollen & Carpet,Tonnes,119
14-Nov,4,10.41,132.7072,Woollen & Carpet,Tonnes,129
14-Dec,4.3,10.28,133.7072,Woollen & Carpet,Tonnes,165
15-Jan,3.9,10.35,134.7072,Woollen & Carpet,Tonnes,151
15-Feb,3.2,9.5,135.7072,Woollen & Carpet,Tonnes,147
15-Mar,2.5,9.31,136.7072,Woollen & Carpet,Tonnes,135
15-Apr,2.1,8.85,137.7072,Woollen & Carpet,Tonnes,141
15-May,3.2,8.61,138.7072,Woollen & Carpet,Tonnes,131
15-Jun,3.2,8.24,139.7072,Woollen & Carpet,Tonnes,156
15-Jul,1.9,7.88,140.7072,Woollen & Carpet,Tonnes,118
15-Aug,1.8,7.78,141.7072,Woollen & Carpet,Tonnes,120
15-Sep,1.3,7.78,142.7072,Woollen & Carpet,Tonnes,108
15-Oct,1.6,7.57,143.7072,Woollen & Carpet,Tonnes,114
15-Nov,2.7,7.32,144.7072,Woollen & Carpet,Tonnes,116
15-Dec,3.2,7.28,145.7072,Woollen & Carpet,Tonnes,113
16-Jan,3.3,7.15,146.7072,Woollen & Carpet,Tonnes,136
16-Feb,4,7.28,147.7072,Woollen & Carpet,Tonnes,136
16-Mar,3.9,7.13,148.7072,Woollen & Carpet,Tonnes,127
16-Apr,4.2,6.03,149.7072,Woollen & Carpet,Tonnes,129
16-May,3.2,7.07,150.7072,Woollen & Carpet,Tonnes,144
16-Jun,3.2,7.15,151.7072,Woollen & Carpet,Tonnes,141
16-Jul,4.1,6.95,152.7072,Woollen & Carpet,Tonnes,150
16-Aug,3.6,6.82,153.7072,Woollen & Carpet,Tonnes,134
16-Sep,3.9,6.9,154.7072,Woollen & Carpet,Tonnes,135
16-Oct,4.2,6.96,155.7072,Woollen & Carpet,Tonnes,137
16-Nov,3.8,6.84,156.7072,Woollen & Carpet,Tonnes,134
16-Dec,3.7,7,157.7072,Woollen & Carpet,Tonnes,184
17-Jan,3.7,7.09,158.7072,Woollen & Carpet,Tonnes,186
17-Feb,4.2,6.95,159.7072,Woollen & Carpet,Tonnes,164
17-Mar,4.9,6.93,160.7072,Woollen & Carpet,Tonnes,171
17-Apr,4.8,6.9,161.7072,Woollen & Carpet,Tonnes,174
17-May,5,6.93,162.7072,Woollen & Carpet,Tonnes,187
17-Jun,3.9,7.07,163.7072,Woollen & Carpet,Tonnes,163
17-Jul,2.9,7.03,164.7072,Woollen & Carpet,Tonnes,170
17-Aug,3.4,6.86,165.7072,Woollen & Carpet,Tonnes,167
17-Sep,3.9,6.92,166.7072,Woollen & Carpet,Tonnes,186
17-Oct,3.8,7.01,167.7072,Woollen & Carpet,Tonnes,193
17-Nov,4,7.07,168.7072,Woollen & Carpet,Tonnes,204
17-Dec,4.6,7.04,169.7072,Woollen & Carpet,Tonnes,210
18-Jan,4.4,7.11,170.7072,Woollen & Carpet,Tonnes,188
18-Feb,3.8,7.01,171.7072,Woollen & Carpet,Tonnes,188
18-Mar,3.2,7,172.7072,Woollen & Carpet,Tonnes,216
18-Apr,3.7,7.22,173.7072,Woollen & Carpet,Tonnes,211
18-May,4.2,7.16,174.7072,Woollen & Carpet,Tonnes,215
18-Jun,5.2,7.45,175.7072,Woollen & Carpet,Tonnes,187
18-Jul,5.8,7.72,176.7072,Woollen & Carpet,Tonnes,190
18-Aug,5.8,7.94,177.7072,Woollen & Carpet,Tonnes,180
18-Sep,5.1,8.12,178.7072,Woollen & Carpet,Tonnes,185
18-Oct,6.8,8.81,179.7072,Woollen & Carpet,Tonnes,177
18-Nov,6.5,9.13,180.7072,Woollen & Carpet,Tonnes,175
18-Dec,6.2,9.73,181.7072,Woollen & Carpet,Tonnes,173
19-Jan,7.2,10.66,182.7072,Woollen & Carpet,Tonnes,188
19-Feb,8.2,10.49,183.7072,Woollen & Carpet,Tonnes,189
19-Mar,9.4,10.67,184.7072,Woollen & Carpet,Tonnes,199
19-Apr,8.8,11.18,185.7072,Woollen & Carpet,Tonnes,209
19-May,9.1,11.6,186.7072,Woollen & Carpet,Tonnes,211
19-Jun,8.9,12.43,187.7072,Woollen & Carpet,Tonnes,210
19-Jul,10.3,13.26,188.7072,Woollen & Carpet,Tonnes,229
19-Aug,11.6,13.09,189.7072,Woollen & Carpet,Tonnes,230
19-Sep,12.6,13.51,190.7072,Woollen & Carpet,Tonnes,234
19-Oct,11.1,13.67,191.7072,Woollen & Carpet,Tonnes,217
19-Nov,12.3,13.84,192.7072,Woollen & Carpet,Tonnes,224
19-Dec,12.4,13.84,193.7072,Woollen & Carpet,Tonnes,237
13-Jan,8.1,10.61,110.7072,Woollen & Worste,000' Sq Mtrs,160
13-Feb,7.4,10.53,111.7072,Woollen & Worste,000' Sq Mtrs,129
13-Mar,6.6,10.46,112.7072,Woollen & Worste,000' Sq Mtrs,189
13-Apr,5.8,10.51,113.7072,Woollen & Worste,000' Sq Mtrs,176
13-May,5.1,10.65,114.7072,Woollen & Worste,000' Sq Mtrs,139
13-Jun,5.9,10.56,115.7072,Woollen & Worste,000' Sq Mtrs,200
13-Jul,8.3,10.2,116.7072,Woollen & Worste,000' Sq Mtrs,137
13-Aug,8.5,9.69,117.7072,Woollen & Worste,000' Sq Mtrs,126
13-Sep,7.4,9.7,118.7072,Woollen & Worste,000' Sq Mtrs,188
13-Oct,9.1,10.38,119.7072,Woollen & Worste,000' Sq Mtrs,148
13-Nov,10.9,10,120.7072,Woollen & Worste,000' Sq Mtrs,144
13-Dec,9.2,10.54,121.7072,Woollen & Worste,000' Sq Mtrs,226
14-Jan,7.9,11.02,122.7072,Woollen & Worste,000' Sq Mtrs,160
14-Feb,7.9,10.66,123.7072,Woollen & Worste,000' Sq Mtrs,144
14-Mar,8.5,10.53,124.7072,Woollen & Worste,000' Sq Mtrs,144
14-Apr,9.2,10.81,125.7072,Woollen & Worste,000' Sq Mtrs,196
14-May,8.3,10.59,126.7072,Woollen & Worste,000' Sq Mtrs,152
14-Jun,8.2,10.37,127.7072,Woollen & Worste,000' Sq Mtrs,184
14-Jul,7.9,10.38,128.7072,Woollen & Worste,000' Sq Mtrs,124
14-Aug,7,10.33,129.7072,Woollen & Worste,000' Sq Mtrs,143
14-Sep,7.7,10.3,130.7072,Woollen & Worste,000' Sq Mtrs,182
14-Oct,5.8,10.48,131.7072,Woollen & Worste,000' Sq Mtrs,179
14-Nov,4,10.41,132.7072,Woollen & Worste,000' Sq Mtrs,150
14-Dec,4.3,10.28,133.7072,Woollen & Worste,000' Sq Mtrs,123
15-Jan,3.9,10.35,134.7072,Woollen & Worste,000' Sq Mtrs,121
15-Feb,3.2,9.5,135.7072,Woollen & Worste,000' Sq Mtrs,127
15-Mar,2.5,9.31,136.7072,Woollen & Worste,000' Sq Mtrs,145
15-Apr,2.1,8.85,137.7072,Woollen & Worste,000' Sq Mtrs,155
15-May,3.2,8.61,138.7072,Woollen & Worste,000' Sq Mtrs,142
15-Jun,3.2,8.24,139.7072,Woollen & Worste,000' Sq Mtrs,151
15-Jul,1.9,7.88,140.7072,Woollen & Worste,000' Sq Mtrs,100
15-Aug,1.8,7.78,141.7072,Woollen & Worste,000' Sq Mtrs,148
15-Sep,1.3,7.78,142.7072,Woollen & Worste,000' Sq Mtrs,160
15-Oct,1.6,7.57,143.7072,Woollen & Worste,000' Sq Mtrs,157
15-Nov,2.7,7.32,144.7072,Woollen & Worste,000' Sq Mtrs,120
15-Dec,3.2,7.28,145.7072,Woollen & Worste,000' Sq Mtrs,167
16-Jan,3.3,7.15,146.7072,Woollen & Worste,000' Sq Mtrs,165
16-Feb,4,7.28,147.7072,Woollen & Worste,000' Sq Mtrs,360
16-Mar,3.9,7.13,148.7072,Woollen & Worste,000' Sq Mtrs,140
16-Apr,4.2,6.03,149.7072,Woollen & Worste,000' Sq Mtrs,140
16-May,3.2,7.07,150.7072,Woollen & Worste,000' Sq Mtrs,124
16-Jun,3.2,7.15,151.7072,Woollen & Worste,000' Sq Mtrs,109
16-Jul,4.1,6.95,152.7072,Woollen & Worste,000' Sq Mtrs,97
16-Aug,3.6,6.82,153.7072,Woollen & Worste,000' Sq Mtrs,144
16-Sep,3.9,6.9,154.7072,Woollen & Worste,000' Sq Mtrs,114
16-Oct,4.2,6.96,155.7072,Woollen & Worste,000' Sq Mtrs,135
16-Nov,3.8,6.84,156.7072,Woollen & Worste,000' Sq Mtrs,165
16-Dec,3.7,7,157.7072,Woollen & Worste,000' Sq Mtrs,145
17-Jan,3.7,7.09,158.7072,Woollen & Worste,000' Sq Mtrs,195
17-Feb,4.2,6.95,159.7072,Woollen & Worste,000' Sq Mtrs,144
17-Mar,4.9,6.93,160.7072,Woollen & Worste,000' Sq Mtrs,162
17-Apr,4.8,6.9,161.7072,Woollen & Worste,000' Sq Mtrs,176
17-May,5,6.93,162.7072,Woollen & Worste,000' Sq Mtrs,154
17-Jun,3.9,7.07,163.7072,Woollen & Worste,000' Sq Mtrs,84
17-Jul,2.9,7.03,164.7072,Woollen & Worste,000' Sq Mtrs,384
17-Aug,3.4,6.86,165.7072,Woollen & Worste,000' Sq Mtrs,134
17-Sep,3.9,6.92,166.7072,Woollen & Worste,000' Sq Mtrs,119
17-Oct,3.8,7.01,167.7072,Woollen & Worste,000' Sq Mtrs,130
17-Nov,4,7.07,168.7072,Woollen & Worste,000' Sq Mtrs,131
17-Dec,4.6,7.04,169.7072,Woollen & Worste,000' Sq Mtrs,138
18-Jan,4.4,7.11,170.7072,Woollen & Worste,000' Sq Mtrs,96
18-Feb,3.8,7.01,171.7072,Woollen & Worste,000' Sq Mtrs,150
18-Mar,3.2,7,172.7072,Woollen & Worste,000' Sq Mtrs,150
18-Apr,3.7,7.22,173.7072,Woollen & Worste,000' Sq Mtrs,158
18-May,4.2,7.16,174.7072,Woollen & Worste,000' Sq Mtrs,170
18-Jun,5.2,7.45,175.7072,Woollen & Worste,000' Sq Mtrs,104
18-Jul,5.8,7.72,176.7072,Woollen & Worste,000' Sq Mtrs,115
18-Aug,5.8,7.94,177.7072,Woollen & Worste,000' Sq Mtrs,108
18-Sep,5.1,8.12,178.7072,Woollen & Worste,000' Sq Mtrs,108
18-Oct,6.8,8.81,179.7072,Woollen & Worste,000' Sq Mtrs,56
18-Nov,6.5,9.13,180.7072,Woollen & Worste,000' Sq Mtrs,105
18-Dec,6.2,9.73,181.7072,Woollen & Worste,000' Sq Mtrs,87
19-Jan,7.2,10.66,182.7072,Woollen & Worste,000' Sq Mtrs,96
19-Feb,8.2,10.49,183.7072,Woollen & Worste,000' Sq Mtrs,64
19-Mar,9.4,10.67,184.7072,Woollen & Worste,000' Sq Mtrs,41
19-Apr,8.8,11.18,185.7072,Woollen & Worste,000' Sq Mtrs,26
19-May,9.1,11.6,186.7072,Woollen & Worste,000' Sq Mtrs,32
19-Jun,8.9,12.43,187.7072,Woollen & Worste,000' Sq Mtrs,34
19-Jul,10.3,13.26,188.7072,Woollen & Worste,000' Sq Mtrs,23
19-Aug,11.6,13.09,189.7072,Woollen & Worste,000' Sq Mtrs,41
19-Sep,12.6,13.51,190.7072,Woollen & Worste,000' Sq Mtrs,42
19-Oct,11.1,13.67,191.7072,Woollen & Worste,000' Sq Mtrs,42
19-Nov,12.3,13.84,192.7072,Woollen & Worste,000' Sq Mtrs,66
19-Dec,12.4,13.84,193.7072,Woollen & Worste,000' Sq Mtrs,38
13-Jan,8.1,10.61,110.7072,Knitting Wool,Tonnes,139
13-Feb,7.4,10.53,111.7072,Knitting Wool,Tonnes,186
13-Mar,6.6,10.46,112.7072,Knitting Wool,Tonnes,161
13-Apr,5.8,10.51,113.7072,Knitting Wool,Tonnes,163
13-May,5.1,10.65,114.7072,Knitting Wool,Tonnes,138
13-Jun,5.9,10.56,115.7072,Knitting Wool,Tonnes,142
13-Jul,8.3,10.2,116.7072,Knitting Wool,Tonnes,143
13-Aug,8.5,9.69,117.7072,Knitting Wool,Tonnes,168
13-Sep,7.4,9.7,118.7072,Knitting Wool,Tonnes,152
13-Oct,9.1,10.38,119.7072,Knitting Wool,Tonnes,159
13-Nov,10.9,10,120.7072,Knitting Wool,Tonnes,153
13-Dec,9.2,10.54,121.7072,Knitting Wool,Tonnes,161
14-Jan,7.9,11.02,122.7072,Knitting Wool,Tonnes,139
14-Feb,7.9,10.66,123.7072,Knitting Wool,Tonnes,141
14-Mar,8.5,10.53,124.7072,Knitting Wool,Tonnes,141
14-Apr,9.2,10.81,125.7072,Knitting Wool,Tonnes,140
14-May,8.3,10.59,126.7072,Knitting Wool,Tonnes,142
14-Jun,8.2,10.37,127.7072,Knitting Wool,Tonnes,144
14-Jul,7.9,10.38,128.7072,Knitting Wool,Tonnes,148
14-Aug,7,10.33,129.7072,Knitting Wool,Tonnes,150
14-Sep,7.7,10.3,130.7072,Knitting Wool,Tonnes,156
14-Oct,5.8,10.48,131.7072,Knitting Wool,Tonnes,153
14-Nov,4,10.41,132.7072,Knitting Wool,Tonnes,151
14-Dec,4.3,10.28,133.7072,Knitting Wool,Tonnes,126
15-Jan,3.9,10.35,134.7072,Knitting Wool,Tonnes,129
15-Feb,3.2,9.5,135.7072,Knitting Wool,Tonnes,157
15-Mar,2.5,9.31,136.7072,Knitting Wool,Tonnes,174
15-Apr,2.1,8.85,137.7072,Knitting Wool,Tonnes,166
15-May,3.2,8.61,138.7072,Knitting Wool,Tonnes,138
15-Jun,3.2,8.24,139.7072,Knitting Wool,Tonnes,156
15-Jul,1.9,7.88,140.7072,Knitting Wool,Tonnes,171
